ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,LONGITUDE,LATITUDE,RMA
T20140011448,31/05/2014,13.30.00,Collision with vehicle                   ,Saturday,Rear End(Vehicles In Same Lane)               ,Unk.                            ,Other injury accident                    ,Not known                          ,144.95929,-37.79005,Arterial Other
T20140011449,3/06/2014,09.55.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.35018,-38.13215,Arterial Highway
T20140011451,3/06/2014,08.10.00,Collision with vehicle                   ,Tuesday,Head On (Not Overtaking)                  ,Dusk/Dawn                          ,Serious injury accident                   ,60 km/hr                          ,144.75581,-37.48927,Arterial Other
T20140011452,3/06/2014,11.30.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Serious injury accident                   ,60 km/hr                          ,145.17571,-38.22389,Arterial Other
T20140011453,2/06/2014,18.25.00,Collision with vehicle                   ,Monday,Left Far (Intersections Only)                ,Dusk/Dawn                          ,Other injury accident                    ,Not known                          ,145.1363,-37.83041,Arterial Other
T20140011454,28/05/2014,09.00.00,Collision with vehicle                   ,Wednesday,Right Through                        ,Unk.                            ,Other injury accident                    ,50 km/hr                          ,144.37405,-38.14904,Local Road
T20140011455,26/03/2014,19.45.00,Collision with a fixed object                ,Wednesday,Left Off Carriageway Into Object/Parked Vehicle       ,Dusk/Dawn                          ,Serious injury accident                   ,80 km/hr                          ,145.58306,-38.22756,Local Road
T20140011456,3/06/2014,09.00.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Unk.                            ,Other injury accident                    ,50 km/hr                          ,144.35867,-38.15795,Local Road
T20140011457,3/06/2014,13.00.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,100 km/hr                          ,144.6709,-37.73499,Freeway
T20140011459,23/05/2014,15.45.00,Collision with vehicle                   ,Friday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.36476,-38.16473,Arterial Other
T20140011464,2/06/2014,17.30.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Dusk/Dawn                          ,Serious injury accident                   ,60 km/hr                          ,145.04367,-37.90441,Arterial Highway
T20140011465,3/06/2014,13.30.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Serious injury accident                   ,70 km/hr                          ,145.03079,-37.67497,Arterial Other
T20140011473,13/05/2014,08.15.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,144.70018,-37.88477,Arterial Other
T20140011474,3/06/2014,14.55.00,Collision with vehicle                   ,Tuesday,Vehicle Off Footpath Strikes Veh On Carriageway,Day                             ,Other injury accident                    ,70 km/hr                          ,144.66652,-37.8638,Local Road
T20140011476,29/05/2014,17.00.00,Collision with vehicle                   ,Thursday,Rear End(Vehicles In Same Lane)               ,Dusk/Dawn                          ,Other injury accident                    ,50 km/hr                          ,145.00195,-37.87741,Arterial Other
T20140011477,3/06/2014,17.10.00,Collision with vehicle                   ,Tuesday,Right Through                        ,Dusk/Dawn                          ,Other injury accident                    ,60 km/hr                          ,144.95483,-37.81443,Arterial Other
T20140011478,3/06/2014,18.09.00,Struck Pedestrian                      ,Tuesday,Ped Near Side. Ped Hit By Vehicle From The Right.      ,Dusk/Dawn                          ,Other injury accident                    ,70 km/hr                          ,145.19029,-37.80556,Arterial Other
T20140011479,3/06/2014,17.55.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Dusk/Dawn                          ,Other injury accident                    ,60 km/hr                          ,144.96839,-37.79226,Arterial Other
T20140011480,2/06/2014,16.45.00,Collision with vehicle                   ,Monday,Right Far (Intersections Only)               ,Dusk/Dawn                          ,Other injury accident                    ,60 km/hr                          ,145.06179,-37.80463,Arterial Other
T20140011481,28/05/2014,08.40.00,Collision with vehicle                   ,Wednesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.92518,-37.69487,Local Road
T20140011482,3/06/2014,15.40.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,70 km/hr                          ,144.34774,-38.18192,Arterial Highway
T20140011483,3/06/2014,15.36.00,Collision with vehicle                   ,Tuesday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Day                             ,Other injury accident                    ,50 km/hr                          ,144.81534,-37.79218,Local Road
T20140011486,3/06/2014,19.13.00,Collision with vehicle                   ,Tuesday,Right Near (Intersections Only)               ,Dark Street lights on,Other injury accident                    ,60 km/hr                          ,144.91926,-37.78533,Arterial Other
T20140011487,3/06/2014,16.54.00,Collision with a fixed object                ,Tuesday,Left Off Carriageway Into Object/Parked Vehicle       ,Dusk/Dawn                          ,Other injury accident                    ,50 km/hr                          ,144.8323,-37.78357,Local Road
T20140011490,3/06/2014,19.30.00,Collision with vehicle                   ,Tuesday,Right Through                        ,Dark Street lights on,Serious injury accident                   ,60 km/hr                          ,145.13032,-37.89354,Freeway
T20140011491,3/06/2014,17.35.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Dark Street lights on,Serious injury accident                   ,60 km/hr                          ,145.41555,-36.36994,Local Road
T20140011492,3/06/2014,21.45.00,Struck Pedestrian                      ,Tuesday,Ped Near Side. Ped Hit By Vehicle From The Right.      ,Dark Street lights on,Serious injury accident                   ,60 km/hr                          ,145.12859,-37.81866,Arterial Highway
T20140011496,3/06/2014,22.30.00,Collision with a fixed object                ,Tuesday,Left Off Carriageway Into Object/Parked Vehicle       ,Dark No street lights,Serious injury accident                   ,100 km/hr                          ,143.8463,-37.47961,Arterial Highway
T20140011497,30/05/2014,21.30.00,Collision with vehicle                   ,Friday,Right Near (Intersections Only)               ,Dark Street lights on,Other injury accident                    ,70 km/hr                          ,145.23293,-37.87697,Arterial Highway
